ID	Baso	Bmem	Bnv	CD4Tmem	CD4Tnv	CD8Tmem	CD8Tnv	Eos	Mono	NK	Neu	Treg
cg04682832	0.92130515	0.95873766	0.97170762	0.9519782	0.95502185	0.95139451	0.94983141	0.81598565	0.91518096	0.94866997	0.17640369	0.9321684
cg25757820	0.95800469	0.96688135	0.9690212	0.9552673	0.94066087	0.96635292	0.95440677	0.89360986	0.7830309	0.94999541	0.1564866	0.9620372
cg26789411	0.96899046	0.91271327	0.95809408	0.9271089	0.95792301	0.90148182	0.9594264	0.96800665	0.94792727	0.94468578	0.23383939	0.89219928
cg17331920	0.97769599	0.97360086	0.96174232	0.8924587	0.91339402	0.95704939	0.9685138	0.97064913	0.97278394	0.96774477	0.18169982	0.94853727
cg00434123	0.74505428	0.95896358	0.9598233	0.9376601	0.95231078	0.93932686	0.94057856	0.77989516	0.8192042	0.94846186	0.11648367	0.93704788
cg16107565	0.97485809	0.98665241	0.97604738	0.9781979	0.9646503	0.97932014	0.95876935	0.95167546	0.85094882	0.97346716	0.23085823	0.98339038
cg23911433	0.92678252	0.88633639	0.94888566	0.8853295	0.95788301	0.83711729	0.95367508	0.90575018	0.8769205	0.8934483	0.10646053	0.74749445
cg12578084	0.93070129	0.98296137	0.93677529	0.9766536	0.95209564	0.9672523	0.9605338	0.95879226	0.83382644	0.96740223	0.16446553	0.95942852
cg15810023	0.96081061	0.94289596	0.96715303	0.9434584	0.95263293	0.76761799	0.94052804	0.95276599	0.87550618	0.93728368	0.13416304	0.92560527
cg08771884	0.9476232	0.94602371	0.96589978	0.9174775	0.93968346	0.85555406	0.93292428	0.77333091	0.82826575	0.94273528	0.15197957	0.93978839
cg07993518	0.93336167	0.92760742	0.9600566	0.9111637	0.93398595	0.84916105	0.92511033	0.6842424	0.85296178	0.91864678	0.08722201	0.87833241
cg20030158	0.97834581	0.98020568	0.97504804	0.9784555	0.98014268	0.98246507	0.96614988	0.72310084	0.96658865	0.97222654	0.09253801	0.96308278
cg20077668	0.94933496	0.9695027	0.96855035	0.9694339	0.9489351	0.97307859	0.95181102	0.7474961	0.95098745	0.96555511	0.16697172	0.96568003
cg27646850	0.95302006	0.97098185	0.982235	0.9708984	0.97184519	0.95226979	0.95913427	0.94056254	0.78300385	0.93753187	0.12041534	0.95825413
cg15173892	0.96618845	0.92539538	0.97129162	0.9777362	0.96261438	0.96137657	0.95833147	0.95781588	0.07801308	0.96155715	0.94971587	0.96986801
cg07617198	0.94037588	0.97452807	0.97825039	0.9758616	0.96443796	0.95939055	0.97823316	0.95703966	0.05023055	0.96379188	0.87532515	0.97537059
cg10480329	0.97145581	0.95047038	0.96943447	0.980707	0.96960703	0.97952049	0.97847599	0.91993055	0.0653587	0.97205355	0.87024072	0.97796612
cg20374292	0.96005994	0.96522261	0.96252287	0.9761378	0.95301961	0.96738693	0.9682907	0.94634193	0.07213407	0.96043162	0.93687079	0.97370679
cg00771778	0.9661616	0.98014768	0.97257322	0.9769757	0.96957644	0.93235227	0.96927641	0.96658696	0.0821024	0.97028297	0.89229562	0.97850965
cg18066690	0.98270995	0.96982562	0.9841491	0.9776376	0.97210793	0.98439552	0.9777257	0.9827485	0.14052394	0.96871822	0.95822541	0.98191519
cg02647842	0.93145376	0.92204384	0.9353233	0.9341168	0.8996922	0.93766673	0.93494945	0.94135718	0.07396192	0.93990358	0.89641912	0.93955334
cg20290017	0.95407468	0.96259956	0.97129113	0.9663749	0.96261297	0.95977599	0.9572954	0.9715107	0.14968986	0.96143699	0.92980465	0.97016757
cg02244028	0.95847489	0.95964858	0.96724139	0.9588959	0.93465948	0.93410324	0.94227367	0.95256203	0.10821782	0.9422732	0.89825622	0.93799931
cg06636137	0.97587289	0.97501538	0.97649608	0.9838756	0.97174906	0.9813809	0.97033922	0.97770996	0.11065341	0.95932444	0.93676033	0.98085046
cg25605773	0.92264063	0.93409251	0.92765004	0.9321655	0.92266849	0.87981168	0.918248	0.92888145	0.10386183	0.89496809	0.90865394	0.89774784
cg22675702	0.91740431	0.8491689	0.91494598	0.9357754	0.91512187	0.91997488	0.89101427	0.85242372	0.0659687	0.92834632	0.87234621	0.91770603
cg08844422	0.95121624	0.97433453	0.97641967	0.9630605	0.96060521	0.93485021	0.96337746	0.96053911	0.08554682	0.95428514	0.87293138	0.95416117
cg26872907	0.93154132	0.93796381	0.94340345	0.9676477	0.93813436	0.94853947	0.94622819	0.95621865	0.05549161	0.93575407	0.93370457	0.96139436
cg23244761	0.95846002	0.97260971	0.97418218	0.9698582	0.97477231	0.97291201	0.98371681	0.96817284	0.10380519	0.96056758	0.95506988	0.97998438
cg23373670	0.96447308	0.97026993	0.97730339	0.949145	0.98350366	0.96506938	0.97917728	0.95574088	0.08707645	0.95895341	0.91863652	0.94627632
cg14172797	0.95191169	0.93427893	0.96440278	0.9143436	0.9631349	0.93528164	0.9585946	0.94509817	0.10933146	0.96726634	0.88838403	0.88089109
cg26201751	0.95462042	0.93762551	0.96624593	0.947778	0.95082297	0.94256803	0.95289411	0.96000835	0.09428167	0.936878	0.95129995	0.92164375
cg02290460	0.92640958	0.95988817	0.96115489	0.9397363	0.93108317	0.93327887	0.93134087	0.94615592	0.12554234	0.91810677	0.9020605	0.94132659
cg18356337	0.95770674	0.97659269	0.98160312	0.9665753	0.97338935	0.97269234	0.96599783	0.93312928	0.16768733	0.97279738	0.94524638	0.93580724
cg00908794	0.96116816	0.9329398	0.97783411	0.9732182	0.98222528	0.95135677	0.97836069	0.84504977	0.0698397	0.97360938	0.87801818	0.96695359
cg08965078	0.8827289	0.88937851	0.92223444	0.915624	0.89082638	0.85079029	0.87229338	0.93271031	0.08849757	0.88747143	0.85340376	0.90403658
cg16636767	0.97277198	0.89306496	0.96647653	0.9847029	0.96680881	0.98600216	0.97112738	0.96621985	0.08429978	0.95428796	0.94052993	0.97719162
cg09592164	0.96214728	0.89165455	0.9690681	0.9368723	0.97406615	0.92475564	0.96742951	0.96200395	0.10007989	0.92168092	0.96429327	0.91878769
cg17195809	0.93340335	0.95263754	0.96222099	0.9243141	0.9555491	0.90954341	0.93270514	0.91560183	0.0932218	0.92430226	0.85655133	0.84222939
cg19336573	0.97482952	0.96535816	0.98222986	0.9612458	0.98084786	0.95676554	0.973342	0.96396409	0.15534806	0.95669834	0.95276103	0.96075698
cg03135975	0.9418527	0.95127424	0.953991	0.9334522	0.94120713	0.94456661	0.94338624	0.96190607	0.13860286	0.94660541	0.94125263	0.9193403
cg05065075	0.9742573	0.97335015	0.97420774	0.9746178	0.97173323	0.94239778	0.96390453	0.94820757	0.16173172	0.96117211	0.88382466	0.97351711
cg01407558	0.81309797	0.82488167	0.88140624	0.9550987	0.95069361	0.96898967	0.9494592	0.94758758	0.07409405	0.96419315	0.87355295	0.94884991
cg08097676	0.94298759	0.89684418	0.9564279	0.9250148	0.95987429	0.92656283	0.93183476	0.94924469	0.13202114	0.95433261	0.90460869	0.93831594
cg23312369	0.94452219	0.95230725	0.96658672	0.9267594	0.9548815	0.90400356	0.9553368	0.9500938	0.12999337	0.93827547	0.95091296	0.93965532
cg11620863	0.96165506	0.94112024	0.94444929	0.9783182	0.97388636	0.96776248	0.9732937	0.94847595	0.11203445	0.9390127	0.85804077	0.94503292
cg10624395	0.91341563	0.89045112	0.96036992	0.9168176	0.96073508	0.92730109	0.96564491	0.94403679	0.09214187	0.96409363	0.94724465	0.89784268
cg03556458	0.87812286	0.83914883	0.94368019	0.8652198	0.8929049	0.78331357	0.84325206	0.89867492	0.07182812	0.85332749	0.8560997	0.7562322
cg14116399	0.96620294	0.96664432	0.96312978	0.9634001	0.95352721	0.9545932	0.96068083	0.95751768	0.21513281	0.95764563	0.89911012	0.96152241
cg19501306	0.94191291	0.89427615	0.94639426	0.978005	0.96754083	0.96034202	0.96336814	0.95697888	0.14521033	0.93585464	0.857284	0.97437385
cg02007480	0.7481948	0.8637971	0.90973719	0.7957578	0.88832477	0.78962423	0.88898611	0.85845791	0.04379217	0.88622772	0.8469904	0.7539816
cg23950707	0.83079854	0.87648708	0.89606903	0.9069051	0.89861163	0.87715096	0.90113285	0.7931187	0.05069648	0.87271812	0.74424831	0.90783494
cg14458725	0.93954064	0.82370121	0.84317464	0.9394911	0.95082126	0.92684378	0.95061499	0.84125409	0.16820041	0.93033517	0.88979764	0.91872793
cg14898005	0.97921559	0.97319348	0.96404222	0.9758598	0.97591913	0.97328372	0.97603702	0.98213093	0.29810099	0.97492419	0.96602621	0.95041467
cg01950767	0.96679236	0.95257203	0.98250086	0.9572673	0.97709549	0.95948928	0.9726637	0.96767542	0.08426381	0.97260393	0.83631804	0.96367172
cg18844042	0.98239302	0.97030408	0.98177855	0.9871228	0.98334272	0.98302609	0.97920463	0.98634784	0.07859392	0.9805616	0.76111239	0.98920092
cg05923857	0.83992081	0.90868821	0.9306731	0.8398268	0.80608592	0.83866756	0.87509902	0.83166932	0.10260989	0.9218699	0.79736453	0.8775022
cg01842756	0.95999501	0.9024014	0.97090402	0.9266455	0.95372742	0.89989857	0.95390311	0.96197622	0.08818323	0.95160659	0.88753244	0.88749197
cg03963853	0.94760379	0.96891309	0.97216153	0.9657367	0.9671151	0.95321153	0.92483823	0.96244693	0.21513236	0.92473835	0.92679044	0.97006293
cg11183587	0.82669819	0.69478597	0.93494459	0.7735265	0.94433522	0.75656707	0.91942803	0.81986734	0.03866866	0.8363209	0.76865199	0.7486648
cg21185441	0.91396028	0.88524433	0.95481246	0.9299571	0.93848735	0.86913032	0.93460802	0.9458073	0.11444141	0.93659609	0.9329788	0.90445022
cg02647748	0.95186012	0.97029073	0.96981861	0.9647284	0.95030974	0.95444901	0.95806033	0.9388421	0.07507732	0.95962679	0.77464822	0.93323761
cg14806960	0.87889569	0.82433554	0.90119779	0.8798462	0.94526631	0.84699841	0.94123878	0.85642962	0.10475789	0.79624519	0.77559683	0.75227785
cg04851465	0.94063888	0.96571665	0.94998767	0.9728027	0.96282556	0.95168164	0.93298073	0.87585088	0.15579708	0.94289704	0.83751345	0.95826006
